id,type,text1,text2,text3,text4,notes
vic_capacitonsDischarger,WEAPON,"A short-range arcing tesla cannon, overpowering shields and disabling ships with EMP damage. The Capacitons Discharger is a flux-expensive weapon to fire, but is devastating to shields and arcs to surrounding targets--including missiles and fighters, though it lacks the ability to automatically target the former.

One of the less conventional weapons of VIC, Capacitons Discharger uses the principle of cascade looping of flux reactors. By connecting the energy profiles of the firing ship and its targets with  active shields, the discharger causes monstrous disturbances in the energy systems of both sides, which is almost always guaranteed to quickly end in a blinding overload of one of them. Such an unusual mechanism of action greatly limits the list of platforms on which the Dischargers can be installed and even VIC commanders aren't keen on using this wild beast of a weapon due to its nuances and intricacies.  ",,,,
vic_devastator,WEAPON,"A Volkov weapon inspired by the Devastator Cannon, but with a more offensive focus, the Besomar Scattercannon is a large ammo-fed explosive shotgun. Capable of impressive burst damage, the Besomar strips armor and wrecks smaller ships.",,,,
vic_psotnik,WEAPON,"A medium-range shield suppression autocannon that delivers an impressive amount of EMP payload. Though its individual shots deal little damage, the Psotnik Interference Autocannon fires a hailstorm of them. Despite being kinetic projectiles, the EMP arcing prevents enemy ships from safely absorbing them by turning off their shields.

Surprisingly, the original version of the weapon did not include the use of EMP shells. A significant upgrade, including the installation of an internal magnetic reactor and protective insulation for the targeting systems, took place after the battle in orbit of Nikorus 6, in which the heavily armored rebel ships proved surprisingly effective even against a storm of autocannon shells from the Conglomerate's ships.",,,,
vic_tugarin,WEAPON,"A long-range weapon that, true to its name, launches a miniature star-like plasma sphere, the Tugarin Stellar Catapult literally melts through heavy armor. Flaws in the ""star""'s magnetic containment field, necessary to prevent premature collapse and supernova detonation, apply a force retrograde to its launch vector, gradually slowing the projectile down.

The Tugarin is VIC's deadliest weapon by far - to its own personnel during testing. It was originally planned as an energy weapon that would generate and project tiny stars, however the weapon would have a similar effect to its own casing as it would on enemy ships, violently exploding. Rather than abandoning the project, Volkov engineers decided that the stellar generation technology was too promising, and devised shells that would ignite the fusion reaction after launch, bypassing the problem entirely. The shell-based stellar generators are nearly as potent, but the already-volatile containment field systems proved harder to miniaturize, creating the deceleration problem.",,,,
vic_vodyanoy,WEAPON,"A powerful weapon of suppression and area denial, which is essentially a multi-barrelled high-temperature plasma generator, capable of growing even more destructive as the system's heat levels rise during sustained fire. The resulting hailstorm of incandescent plasma blasts steadily strains enemy shields and turns heavy armor into a glowing red-hot sieve, but the particles quickly lose their destructive power after impact and don't damage inner hull as effectively.

In each of the four main barrels of Vodyanoy, there are three linear accelerators of plasma bolts (facetiously called by the engineers as ""blobs""), which are generated in a relatively small thermonuclear reactor in the main body of the gun. Severe overheating issues with the first single-barrel prototype led to this design, which takes advantage of parallel cooling systems to allow sustained firing. The Central Design Bureau took it upon itself not only to fix the heat problem, but to weaponize it: this enlarged version uses the heat accumulation to increase the destructive power of each shot.

Reportedly, the Conglomerate is actively trying to create miniature versions of this weapon for use by armored vehicles and infantry. However, current test models still show unsatisfactory results, and the whole project is expected to be yet another costly dead end among the wasteful megacorp's many failed endeavours.",,,,
vic_thermalLance,WEAPON,"A heavy beam weapon with truly devastating power, capable of cutting through even the heaviest of armors like a knife through butter. The main disadvantages are limited ammunition and long reload time, but given the fact that few opponents are able to withstand a direct hit of its concentrated atomic ray, these disadvantages can be considered non-critical.

Originating from a series of experiments on the use of controlled thermonuclear reactions (one of the results of which was the creation of the Tugarin Stellar Catapult), the Rubezahl project's main goal was to perfect the thermal resilience of materials and equipment that were later used in the Archangel orbital mining station.

Promoting the project as the ""final nail in the coffin"" of doctrines based on early-Domain technologies and brute armor, VIC thereby sought to increase the demand for more advanced ships and shield systems both in the private sector, and in the Navy. Despite the relative success of this strategy, which would end with Rubezahl becoming obsolete itself as well, even now the Thermal Lance does not lose its relevance, taking into account the mass distribution of low-tech designs throughout the Sector.",,,,
vic_zlydzen,WEAPON,"A non-standard energy support weapon that does not cause serious damage on its own, but severely disrupts the internal systems of the target ship, making it more vulnerable to other threats. In addition, it is also able to affect phase ships, significantly reducing the time they can spend in P-space afterwards.

The main tool of the Conglomerate's inner system patrols, Zlydzens were widely used before the Collapse, and have never lost their popularity among the captains of the Aerospace Corps. The ease of use and the ability to neutralize targets without causing serious long-lasting damage makes it an essential tool for intercept and inspection squads. Despite its seemingly non-violent nature, Zlydzens can also often be found among the arsenals of larger fleets, and even interstellar armadas of the corporation, where they are used for long-range support and weakening enemy targets so that they can be overwhelmed.

Concrete data on the biological effects of the weapon on living organisms still remains mostly classified, but according to both eyewitnesses and the project lead's advisor, Ernesto Laidlaw himself, the result of even a short-period exposure is ""impressive, even if surprisingly gruesome"".",,,,
vic_apocrypha,WEAPON,"The final argument of the Conglomerate's modular weaponry, Apocrypha is a monstrous amalgamation of thermonuclear and antimatter payloads, capable of reducing even the toughest of targets into fine dust. Accompanied by an escort of an anti-PD swarm, the merciless delta level AI delivers fiery death without a nanosecond of hesitation. 

Originally planned to be named ""Marid"" to fit with the chosen weapon naming scheme of the megacorp, Apocrypha had to enter the market with a different name due to legal issues and the name being already patented by another weapon manufacturer. Attempts to circumvent the situation via re-designing, re-branding and generous giftings to both the competitor and the officials did not bring satisfactory results, and the marketing department had to begrudgingly release the product under its secondary name to meet the finances departments' quarterly plans. The reasons why it wasn't changed still, considering how the chance of the competitor's survival has virtually plumetted to zero due to the current circumstances, are undisclosed and remain unknown to the wide public. Leading to the assumptions that the Conglomerate might still be expecting the Domain's return and thus fears the legal repercussions of unlawful product name appropriation.",,,,
vic_falak,WEAPON,"A masterpiece of esoteric weapon engineering designed by Ernesto Laidlaw himself, Falak torpedo makes even the experienced physicists scratch their heads. Seemingly random, yet actually systematic energy fluctuations in the grids of the targets hit by this enigma of a weapon result in a spectacular mix of debilitating electromagnetic pulses and destructive plasma outbursts.

Little is known about the project, the unexpected offspring of which was turned into Falak Flux Collapse Torpedo. While some clues point towards the connection with Oriax Battlecruiser's systems, it is impossible to say for sure without access to the original documentation, zealously guarded by the Central Design Bureau, which has been led by Mr. Laidlaw for many years, including some even before the Collapse. ",,,,
vic_afreet_large,WEAPON,"A heavily upgraded variation of the first generation Afreet, capable of dealing even more damage and actively homing onto the target. The reduced rate of fire and the increased size of the complex as a whole are compensated by vastly combat efficiency.

The logical continuation of the Afreet project, despite its apparent simplicity, required a lot of time and effort from the Central Design Bureau. Due to numerous conflicts with the Admiralty, who believed the old missiles could be made smarter and deadlier without changing their actual size, the development of a new missile system dragged on for many years, and only the death of a particularly stubborn naval officers eventually put an end to the production hell.",,,,
vic_afreet_large_stream,WEAPON,"A heavily upgraded variation of the first generation Afreet, capable of dealing even more damage and actively homing onto the target. The reduced rate of fire and the increased size of the complex as a whole are compensated by vastly improved combat efficiency. This particular version deploys the swarm in a rapid stream.

The logical continuation of the Afreet project, despite its apparent simplicity, required a lot of time and effort from the Central Design Bureau. Due to numerous conflicts with the Admiralty, who believed the old missiles could be made smarter and deadlier without changing their actual size, the development of a new missile system dragged on for many years, and only the death by age of a particularly stubborn naval officer eventually put an end to the production hell.",,,,
,,,,,,
,,,,,,
vic_nawia,WEAPON,"A medium-range kinetic weapon which multiplies its projectiles via the violation (or creative interpretation and twisting) of quantum mechanisms to overwhelm shields. Most effective against slow, large targets. 

The Nawia's projectile exists in a state of quantum uncertainty, occupying many possible locations at any given time. When the projectile impacts against a target, the trigger mechanism keeping it from fully entering reality is destroyed. Due to a quirk of quantum mechanics' interactions with p-space, multiple copies of what are all technically the same projectile appear soon after it, dramatically multiplying the damage of what is still, from a scientific perspectice, a single shell.",,,,
vic_verlioka,WEAPON,"A potent defensive energy weapon based on the same principle employed by the Hyperspace Coherence Adjustment Units. Prolonged powerful waves of disruptive quantum fluctuations are capable of literally ripping smaller entities apart, turning their atomic structure into a chaotic quark mess. The effect on bigger targets if far less prominent, which makes Verlioka relatively useless against anything bigger than a Hound. 

The Conglomerate's crews and ship maintenance personnel are regularly instructed on safety protocols regarding Verliokas, as even a single miscalculation or malfunction in the weapon's systems can result in a rather unpleasant red-tinted scene in a radius of several hundred meters, as well as severe damage to the electronic systems in the vicinity, especially other quantum physics-based contraptions. ",,,,
vic_lightlaidlawaccelerator,WEAPON,"A slow-firing but accurate weapon that deals devastating damage to hulls near-instantaneously, although it struggles against shields and heavy armour. Explosive expansion of searing plasma on impact can easily scorch secondary targets nearby. The Laidlaw Accelerator is essentially a single barrel of the heavy version, delivering crushing blows at unprecedented speeds. 

Iconic Laidlaw weapons use the so-called ""Laidlaw Effect,"" a Volkov trade secret, to accelerate projectiles to a greater degree than other forms of linear motors, such as coil or railguns. The process has a side-effect of turning a solid metallic projectile into a stream of superheated plasma. Hypervelocity impacts can evaporate large chunks of hull, the explosive burst of which causes additional destruction. Created by ""The Father of VIC tech"", Ernesto Laidlaw, these weapons are used ubiquitously by the Conglomerate, with their sizes ranging from handheld rifles to enormous planetary siege cannons.",,,,
vic_gagana,WEAPON,"A precise medium-range ballistic weapon which fires high-velocity AM-charged rounds. The design of a bygone era, brought back to a new, heavily modernized life by the engineers of the Conglomerate, the Gagana AM Rifle-Cannon is able to easily overcome even heavy cruiser- and capital-grade armour.

Accustomed to fighting technologically advanced competitors, pilots and officers of the Aerospace Corps were unpleasantly surprised by the prospects of meeting with much more primitive and hard-headed opponents in a post-Collapse environment. The Central Design Bureau, already under a disproportionate workload, had to urgently look for a way out. Otherwise, the nimble ships of the Conglomerate would soon be crushed by the ancient armored giants.

Lacking the resources to develop another full-fledged new weapon system, the Bureau's employees focused their efforts on modernizing the blueprints they received from one of the now-long-gone fringe Battlegroups back in the days. The engineers only had to slightly improve the design of an already reliable and robust breech, speed up the reloading mechanism and lengthen the barrel for greater accuracy and shell velocity. The Aerospace Corps warmly accepted the armor-piercing novelty and set off to conquer new horizons, and the time and resources saved by the Bureau were directed to much more promising and important projects.",,,,
vic_OLDgagana,WEAPON,"A medium-range ballistic weapons which fires high explosive smart shells, which have a limited degree of tracking. The Gagana Dart Launcher reliably strips armor and damages hull, and the darts contain a delayed explosive charge, triggered after the projectile burrow into hull.

Though its darts do not have the independent propulsion necessary to classify them as missile weapons, their course corrective quality nonetheless makes them more accurate than standard cannons, and surprisingly effective against fighters.",,,,
vic_psotnikmed,WEAPON,"A smaller version of the Psotnik Autocannon, the Interference Machinegun fills the same role - shield suppression. With its hailstorm of swift EMP-augmented shells, even despite their small size, this weapon can reliably deal with shields, while still being a menace to the un-shielded targets. 

In an attempt to reduce the size of the autocannon for installation on small-class ships, the Central Design Bureau was forced to reduce the caliber of the shells and almost completely redesign the loading mechanism for new characteristics. The results of laboratory and field tests, however, satisfied the officers and the leadership of the Armed Forces Department, and the new weapon soon moved to the stage of mass production.",,,,
vic_vila,WEAPON,"An unusual weapon that combines impressive strength with unnatural accuracy, Vila Impulse Converger is very demanding of its operators, which must perfectly synchronize the highly specific trajectories of its wayward projectiles with the movements of enemy targets, which proved to be a rather difficult task even with the help of modern gunnery systems and implants of the latest generations.

One of the most bizarre and obscure inventions of the Conglomerate, the Vila Impulse Converger is said to have been developed under the personal supervision of Ernesto Laidlaw, head of the Department of Technological Advancement. An acute lack of technical information and a surprisingly long list of safety measures for both the gunners and the maintenance personnel, including regular conduct of obligatory psychological examinations, have created a rather controversial reputation for the weapon.

Classified lists of scientists and engineers involved in the project; elements of the internal structure that work on principles that are not fully understood by most commoners in the Sector; blueprints with numerous obfuscated data packs and built-in self-destruction protocols that are activated in the event of a possible disassembly of the weapon. Whatever is at the heart of this weapon - the Conglomerate clearly made every possible effort to ensure that its mechanism remains secret to the world.",,,,
vic_balachko,WEAPON,"A potent energy weapon designed to bring down all of the enemy's layers of defences in a blink of an eye. Impressive effectiveness against both shields and armour is offset by rather modest effects on the structural integrity of the targets, making the users of the weapon dependant on other means to finish off their opponents. 

A result of an accidental discovery, Balachko Cryoheat Generator was designed and put into production after an explosion on board of one of the Conglomerate's chemicals tankers back in the days. Numerous reports of the surviving members of the scattered logistical fleet allowed the corporate scientists to uncover an unusual property of the industrial solution which was transported by the unlucky tanker. When heated to extremely high temperatures, the solution would quickly detoriate most of the solid materials it came in contact; while at the same time, when cooled down to near absolute zero, it would severely disrupt active shield fields. The militarization of the discovery was a matter of several short conference calls. ",,,,
vic_qutrub,WEAPON,"Although lacking any true speciality and not excelling at anything, Qutrub works as a good anti-armor solution in a miriad of scenarios. A universalised platform base allows installation into both missile and ballistic weapon slots, making the homing dart launcher an easy choice for captains with limited options. 

Having gone through several costly redesigns and unfortunate marketing campaign failures, Qutrub was set to gather dust in the mothballed arsenals and obscure weapon museums of the Domain. Yet, with the Conglomerate's new management's sudden order to reinstate all available and potentially useful projects not long before the Empyrean jumppoints' fortunate restoration, Qutrub found itself a new life in the post-Collapse reality. ",,,,
vic_saih_med,WEAPON,"A bigger, meaner and more expensive version of the Saih missile launcher. A powerful blast of several high-mass ultrapolymer shells creates significant disruptions in the shield matrix, while a combination of a high-grade engine and custom AI algorithms swiftly delivers the payload to its addressee. While lacking the raw power and EMP effect of classic Sabots, Saih compensates that with better mobility and faster rate of fire.

Saih series of missiles is regarded with a lot of respect among the megacorp's military, and not without a reason. Being VIC's first missile platform with a built-in autoreplicator, Saih saved a lot of lives in the prolonged frontier campaigns of the Conglomerate during its early days, full of risky missions ordered by the Domain Navy, willing to use its new indebted contractor to the fullest. As the scale of both the operations and the body count of employed mercenaries and prisoners grew, the technology was subsequently copied over to all other megacorp's missile weaponry, becoming a widely advertised schtick even at the expense of other functional advantages.",,,,
vic_hatif_med,WEAPON,"When even entire salvos of other missiles still aren't enough, Hatif always saves the day, especially when it comes in an even bigger version. A militarised homing flare launcher is any PD's worst nightmare, and Hatif lives up to its name's mythological origins. A favourite of captains preferring to play with their prey before finishing it off with a well-timed torpedo launch. 

While many among the navy smirk at the thought of replacing actual missile weapons with the ""useless thing"", statistics do not lie. And in Hatif's case statistics do indeed say, that even a single unit of it can drastically change the outcome of a missile strike. Statistics also say that Hatif was one of the worst selling weapons of the Conglomerate, back when it wasn't yet known as the Conglomerate, and is considered as a not-that-unimportant part of many terrible investments that eventually led to the Frontier Dynamics' bankrupcy. ",,,,
vic_afreet_med,WEAPON,"An upsized version of a cheap but effective means of destroying lightly armored targets, Afreet sends one swarm of rockets after another into the enemy, overcoming their point defenses with the help of sheer number of ordnance. Low explosive yield and fragile hull of rockets is an unfortunate compromise.

Being one of the most common types of missile weaponry not only on spacecraft, but on other military vehiles of the Conglomerate as well, Afreet Swarmer rightfully earned its iconic place in the culture of the megacorporation. A mandatory participant in almost every product of the holomedia of the military genre, this simple and reliable missile system is known and beloved by everyone, even outside the navy and army, be it in art, or in street games of children, imagining themselves as soldiers of the Conglomerate, exterminating the monstrous abominations of Luddism and its Tyrannical overlord.",,,,
vic_afreet_med_stream,WEAPON,"An upsized version of a cheap but effective means of destroying lightly armored targets, Afreet sends one swarm of rockets after another into the enemy, overcoming their point defenses with the help of sheer number of ordnance. Low explosive yield and fragile hull of rockets is an unfortunate compromise. This particular version deploys the swarm in a rapid stream.

Being one of the most common types of missile weaponry not only on spacecraft, but on other military vehiles of the Conglomerate as well, Afreet Swarmer rightfully earned its iconic place in the culture of the megacorporation. A mandatory participant in almost every product of the holomedia of the military genre, this simple and reliable missile system is known and beloved by everyone, even outside the navy and army, be it in art, or in street games of children, imagining themselves as soldiers of the Conglomerate, exterminating the monstrous abominations of Luddism and its Tyrannical overlord.",,,,
vic_hungruf_med,WEAPON,"An old, classic, hefty low-yield nuke in a slightly modernised package - Hungruf efficiently melts the armor off the targets regardless of their size. The engine block remains a valid distraction for the enemy PD even after the warhead detachment. This bigger version includes an even more sophisticated reloading mechanism than the original.

As one of the oldest missiles in the entire Conglomerate's arsenal, Hungruf often receives harsh treatment from the younger navy members. Some do not like its unimpressive speed, the others laugh at its outdated anti-PD system of miniature explosive payloads. By some opinions, when the military nanoforges were restarted back in c+190s after almost two centuries of resource conservation and asset scrapping, Hungruf shouldn't have been brought back. Yet the old man persists, washing the megacorps' adversaries in high-speed particles both in space and on the ground, stubbornly refusing to fall into the trash bin of history.",,,,
,,,,,,
,,,,,,
vic_strigoy,WEAPON,"A defensive weapon that fires a cluster of proximity-fused fragmentation shells. Effective against missiles and strike craft.

Smaller iterations of this fragmentation cannon are often mounted onto the Conglomerate's heavy exosuit troopers, with little to none competition when it comes to getting rid of the enemy infantry and lightly armoured vehicles. ",,,,
vic_rarog,WEAPON,"An accurate close-range fusion beam which rends through unshielded fighters and lighter armor, the Rarog Atomic Emitter is somewhat unusual for an energy weapon. It is devastatingly effective against unshielded targets. Its good damage and tracking make it an effective PD weapon if an Integrated Point Defense AI is installed.",,,,
vic_laidlawMassDriver,WEAPON,"A slow-firing but accurate weapon that deals devastating damage to hulls near-instantaneously, although it struggles against shields and heavy armour. Explosive expansion of searing plasma on impact can easily scorch secondary targets nearby. The Laidlaw Mass Driver is the result of the first efforts to miniaturize Laidlaw technology, and is somewhat less potent than larger versions.

Iconic Laidlaw weapons use the so-called ""Laidlaw Effect,"" a Volkov trade secret, to accelerate projectiles to a greater degree than other forms of linear motors, such as coil or railguns. The process has a side-effect of turning a solid metallic projectile into a stream of superheated plasma. Hypervelocity impacts can evaporate large chunks of hull, the explosive burst of which causes additional destruction. Created by ""The Father of VIC tech"", Ernesto Laidlaw, these weapons are used ubiquitously by the Conglomerate, with their sizes ranging from handheld rifles to enormous planetary siege cannons.",,,,
vic_upyr,WEAPON,"The Upyr Autocannon, while not quite as damaging as the comparable Light Dual AC, more than makes up for it in its high firerate. It can effectively bring shields down, and can make an excellent impromptu PD weapon, though its mount lacks the space for a dedicated PD computer.",,,,
vic_saih_small,WEAPON,"Conceived as the Sabot's natural competitor, Saih does many things similarly, yet differently. A powerful blast of several high-mass ultrapolymer shells creates significant disruptions in the shield matrix, while a combination of a high-grade engine and custom AI algorithms swiftly delivers the payload to its addressee. While lacking the raw power and EMP effect of classic Sabots, Saih compensates that with better mobility and faster rate of fire.

Saih series of missiles is regarded with a lot of respect among the megacorp's military, and not without a reason. Being VIC's first missile platform with a built-in autoreplicator, Saih saved a lot of lives in the prolonged frontier campaigns of the Conglomerate during its early days, full of risky missions ordered by the Domain Navy, willing to use its new indebted contractor to the fullest. As the scale of both the operations and the body count of employed mercenaries and prisoners grew, the technology was subsequently copied over to all other megacorp's missile weaponry, becoming a widely advertised schtick even at the expense of other functional advantages.",,,,
vic_hatif_small,WEAPON,"When even entire salvos of other missiles still aren't enough, Hatif always saves the day. A militarised homing flare launcher is any PD's worst nightmare, and Hatif lives up to its name's mythological origins. A favourite of captains preferring to play with their prey before finishing it off with a well-timed torpedo launch. 

While many among the navy smirk at the thought of replacing actual missile weapons with the ""useless thing"", statistics do not lie. And in Hatif's case statistics do indeed say, that even a single unit of it can drastically change the outcome of a missile strike. Statistics also say that Hatif was one of the worst selling weapons of the Conglomerate, back when it wasn't yet known as the Conglomerate, and is considered as a not-that-unimportant part of many terrible investments that eventually led to the Frontier Dynamics' bankrupcy. ",,,,
vic_afreet_small,WEAPON,"A cheap but effective means of destroying lightly armored targets, Afreet sends one swarm of rockets after another into the enemy, overcoming their point defenses with the help of sheer number of ordnance. Low explosive yield and fragile hull of rockets is an unfortunate compromise.

Being one of the most common types of missile weaponry not only on spacecraft, but on other military vehiles of the Conglomerate as well, Afreet Swarmer rightfully earned its iconic place in the culture of the megacorporation. A mandatory participant in almost every product of the holomedia of the military genre, this simple and reliable missile system is known and beloved by everyone, even outside the navy and army, be it in art, or in street games of children, imagining themselves as soldiers of the Conglomerate, exterminating the monstrous abominations of Luddism and its Tyrannical overlord.",,,,
vic_afreet_small_stream,WEAPON,"A cheap but effective means of destroying lightly armored targets, Afreet sends one swarm of rockets after another into the enemy, overcoming their point defenses with the help of sheer number of ordnance. Low explosive yield and fragile hull of rockets is an unfortunate compromise. This particular version deploys the swarm in a rapid stream.

Being one of the most common types of missile weaponry not only on spacecraft, but on other military vehiles of the Conglomerate as well, Afreet Swarmer rightfully earned its iconic place in the culture of the megacorporation. A mandatory participant in almost every product of the holomedia of the military genre, this simple and reliable missile system is known and beloved by everyone, even outside the navy and army, be it in art, or in street games of children, imagining themselves as soldiers of the Conglomerate, exterminating the monstrous abominations of Luddism and its Tyrannical overlord.",,,,
vic_hungruf_small,WEAPON,"An old, classic, hefty low-yield nuke in a slightly modernised package - Hungruf efficiently melts the armor off the targets regardless of their size. The engine block remains a valid distraction for the enemy PD even after the warhead detachment.

As one of the oldest missiles in the entire Conglomerate's arsenal, Hungruf often receives harsh treatment from the younger navy members. Some do not like its unimpressive speed, the others laugh at its outdated anti-PD system of miniature explosive payloads. By some opinions, when the military nanoforges were restarted back in c+190s after almost two centuries of resource conservation and asset scrapping, Hungruf shouldn't have been brought back. Yet the old man persists, washing the megacorps' adversaries in high-speed particles both in space and on the ground, stubbornly refusing to fall into the trash bin of history.",,,,
,,,,,,
,,,,,,
vic_targetingLazer,WEAPON,"A very long-range targeting laser. Does negligible damage, but helps with guidance systems.

As one of VIC's oldest designs, it became apparent over the years that the Cresil's targeting and fire control suites were inadequate for the demands of current warfare. Rather than tear out and redo the ship's innards, it was deemed cheaper and easier to install new systems in an external package.

For some time, VIC have used a different method to locate targets. By attaching virtually undetectable ""beacons"" to objects using the principle of quantum entanglement, ship systems could receive data on the position and direction of targets regardless of distance. One of the experiments showed that such a technology could even be used to create a stable connection even between far-away Sectors. Unfortunately, the use of entanglement along with the use of other quantum effects led to serious energy anomalies, causing critical interference both between the connected ships and and within adjacent devices, which ultimately led to the decision to abandon the technology.",,,,
vic_abyssalfangs,WEAPON,"The Abyssus Array was designed to strain enemy shields or to overload their PD systems before the Apollyon attacks with its primary weapons. Loosely based on the common Squall MLRS, it shoots a salvo of 24 missiles, each holding a powerful shield-disrupting payload.",,,,
vic_scatterblaster,WEAPON,"A short-range strike bomber weapon designed for pummeling its target with energized hail of fire, the Scatter Blaster uses a limited supply of fusion charges to blast its metal slugs into terrifying shards of plasma, able to tear through most any target and equally effective at pressuring shields and shredding hull - which might be the role of an energy missile, but Volkov weapons development has been strangely reticent regarding missiles (some rumors, which the Conglomerate most vociferously denies, say one of the executives in charge of weapons R&D, Plokhoy Drakon, had an embarrassing leak related to a promotional model for an experimental missile, leading to missiles being disfavored at a time due to emotional trauma) - anyway, a lesser-known fact about the weapon is that the Scatter Blaster takes its name from its lead designer, Alfonzo Scatter, an intrepid rising star in the Conglomerate who started with nothing but a dream and a firm belief that one can never include too many fusion charges; the story of Dr. Scatter (he has a doctorate in Art History) has recently been made by the Volkov Marketing Department into a propaganda hyperwave serial designed for comfortable viewing on TriPads, the climax of which involves a shot of the Scatter Blaster firing which COMSEC has unfortunately declared to be ""unfit for citizen viewing"" due to certain symbolic elements which some critics have claimed were deeply revelatory about the director's psyche, based off theories (which the Marketing Department will point out are ancient and discredited) about the personality from an Old Earth psychoanalyst.",,,,
vic_UvalFlagCanister,WEAPON,"Simple, yet effective mine layering system. Contains enough of a load to destroy most missiles in one explosion. A built-in nanoforge allows for continuous barrage, while decently sized ammo racks make it effective againt bursts of enemy fire.",,,,
vic_azhdaya,WEAPON,"A large-caliber rapid-fire autocannon designed to suppress shields. The low accuracy is more than compensated by the unsurpassed rate of fire, and the miniature chemical charges inside the gyrojets provide relatively high efficiency against enemy hulls despite the small caliber. Synchronization with the ship's AI makes it possible for gyrojets to home onto enemy targets, but this is only possible during the activation of the ship's complex targeting system.

Designed primarily to obliterate ground targets and only then spaceships, Azhdaya instills fear even in the soldiers of the Ground Operations Corps, who are firsthand familiar with the roar of the autocannon and the destruction that it sows. A stream of explosive shells from the sky clears block after block in the blink of an eye, and only heavily armored vehicles are able to withstand the deadly rain of the gyrojets. Rumours from the evil tongues are that the Central Design Bureau has been long trying to introduce Azhdaya in a modular form. However, fortunately for everyone, at the moment only Focalors, for which it was initially created, are accompanied by its terrifying roaring.

Whether by chance or by some unspoken rule, Azhdaya's gunners rarely make it back home after having their ships shot down. Even if the safepods are successfully retreived by friend or foe.",,,,
vic_stolasBuildIn,WEAPON,"""Pre-built restrictions are not just my whim, as you all try to put it, but a necessity. Do you want to see the consequences of high-frequency pulses? Please, all the records of the lab tests are at your disposal. Just don't forget to clean your stomachs before watching.""","- Ernesto Laidlaw, Technological Advancement Department Director",,,
vic_gatebreaker_r_flamer,WEAPON,"""May your divine spark grow into vengeful blazing inferno and reduce The Garden to ashes.""",- Sermons of The Ever-Radiant Prophet,,,
vic_gatebreaker_l_flamer,WEAPON,"""May your divine spark grow into vengeful blazing inferno and reduce The Garden to ashes.""",- Sermons of The Ever-Radiant Prophet,,,
vic_gatebreaker_r_shotgun,WEAPON,"""Don the white, for when the Golden Gates fall, your determination shall be proved only if it's scorched black and bloodied red by your deeds.""",- Sermons of The Ever-Radiant Prophet,,,
vic_gatebreaker_l_shotgun,WEAPON,"""Don the white, for when the Golden Gates fall, your determination shall be proved only if it's scorched black and bloodied red by your deeds.""",- Sermons of The Ever-Radiant Prophet,,,
vic_gatebreaker_r_autocannon,WEAPON,"""Let your mind grow free of false concepts of good and evil, for it is our unshackled consciousness that will make this prison of Creation unravel at its seams.""",- Sermons of The Ever-Radiant Prophet,,,
vic_gatebreaker_l_autocannon,WEAPON,"""Let your mind grow free of false concepts of good and evil, for it is our unshackled consciousness that will make this prison of Creation unravel at its seams.""",- Sermons of The Ever-Radiant Prophet,,,
vic_raum_weapon_gagana_ultra,WEAPON,"An obscenely-sized twin cannon firing equally obscenely-sized AM-charged shells with impressive accuracy, and, most surprising of all, decent fire rate. Few ships can stand against the onslaught of its thundering salvos, and even the ancient dreadnoughts clad in layers upon layers of armor find themselves uncomfortable when facing this fearsome weapon.

It wasn't long after the completion of a refurbished Gagana AMR-Cannon that the Central Design Bureau received an order from the upper management to look into possible options for the new armaments for Räum battleships. To make the formiddable vessels more effective against the crude and thought-to-be-obsolete spacefaring chunks of heavy armor, the Bureau's overworked engineers didn't have to look far - all the blueprints required for the new weapon weren't yet shelved away. Upsizing the rather primitive piece of technology took far less time and effort than many feared, and the only hurdle was upgrading the recoil dampening systems, as the sheer force with which the new gargantuan cannons slammed back after shots made the entire bridge and engine areas quake. And if constant tinnitus and concussions of crew members could be disregarded albeit with a steady flow of complaints, the damage to the ship's systems was deemed too critical of an issue. Already struggling to support Ultra-Heavy weaponry from the moment of its very concieval in the delirious minds of the Domain Navy's officers, the battleship would simply disassemble in its rear region after prolonged firing sequences. Of course, the Bureau were not strangers to challenges (especially in the demanding reality of post-Collapse), and by applying their experience, ingenuity and copious amounts of energy foodstuffs, the recoil system problems were mostly solved in a rather quick succession. Alas, the complaining crews would still be required to take medications, or, more preferrably, extensive modifications.",,,,
vic_raum_weapon_strzyga,WEAPON,"It'd be difficult to find a fighter or missile swarm which could get through the hailstorm of flak shells which is the colossal Strzyga. With its wide area coverage and quick rate of fire, none can escape the obliterating wave of shrapnel. And although it's not as effective against heavy armor, its steady volleys can keep the enemy shields occupied for a long time. Usage against surface targets is difficult and officially frowned upon, but not exactly forbidden.

Simple, efficient, robust - Strzyga is the epitome of pure practicality, a rare occurence amidst VIC's designs. Its story begins with an old planetary anti-dropship battery, haphazardly created by the Conglomerate in its post-bankrupt rebranded infancy period, when the first Navy contracts started to show up as the heavy price for the miraculous bailout. Despite the lack of knowledge in proper weapon manufacturing, the newly founded Central Design Bureau managed to create a solid defensive tool which proceeded to have a long run in the hands of the fringe colonies struggling against raiders - a decent enough compromise for the recently reborn megacorp's employees who used to be focused purely on humanitarian solutions for the same fringe settlements. Unfortunately for the Bureau's engineers, it was but one of many instruments of destruction of their making to come.",,,,
