id,trigger,conditions,script,text,options,notes
beaconOpenDialogSiaubas,OpenInteractionDialog,"$tag:warning_beacon
$pelenulaukas","ShowDefaultVisual
SetShortcut beaconLeave ""ESCAPE""","This autonomous warning beacon emits a looping message.

""WARNING!!! Citizens of the Domain, this planet is heavily contaminated by indigenous viral agents. Extreme precautions and biological protection measures required. All infected must be isolated and cremated IMMEDIATELY. Any malicious attempts to spread the disease are punishable by death. For additional information citizens are to contact the local department of the Domain Interplanetary Sanitary-Epidemiological Control Service (DISECS).""
 ","beaconLeave:Leave",
"#END Beacons and Stuff",,,,,,
,,,,,,
# Unconventional Military Options,,,,,,
vic_UMO,PopulateOptions,"$hasMarket
$menuState == main
$faction.id != player
!$faction.isNeutralFaction
!haveNex","SetShortcut VICUMOMenu ""V"" true",,"21:UMOMenu:Unconventional military option",
# vic_UMOwithNEX,ExerelinMarketSpecial,,"SetShortcut VICUMOMenu ""V"" true",,"9:UMOMenu:Unconventional military option",
,,,,,,
vic_UMOMenu,DialogOptionSelected,"$option == UMOMenu","VIC_MarketCMD UMOMenu",,,
vic_VBombMenu,DialogOptionSelected,"$option == VBombMenu","VIC_MarketCMD VBombMenu",,,
vic_VBombConfirm,DialogOptionSelected,"$option == VBombConfirm","VIC_MarketCMD VBombConfirm",,,
vic_VBombResults,DialogOptionSelected,"$option == VBombResults","VIC_MarketCMD VBombResults",,,
"#END Unconventional Military Options",,,,,,
,,,,,,
# Revitalization Center Texts,,,,,,
vic_PersonaChange,PopulateOptions,"$hasMarket
$menuState == main
vic_marketHasIndustry vic_revCenter
RepIsAtWorst $faction.id SUSPICIOUS",,,"22:VICPCMenu:Visit a local VIC Revitalization Centre",
vic_portraitChangingMenu,DialogOptionSelected,"$option == VICPCMenu","vic_PersonaChange vic_PerconaChangeChose","After a short trip on a shuttle, it doesn't take you much time to find a tall slick-looking building covered in the Conglomerate's imposing logos and various holo-ads promoting ""endless opportunities"", as the corporation likes to call them.

The insides of the Centre greet you with sterile cleanliness, overly polite personnel (some of which clearly sport non-human features and bodyparts) and even more ads with quite propagandistic statements and rather ""exotic"" options of bodily transformations, made possible through the power of innovative genetech. As usual, all the customers, including you, are given a short run-down on the procedure and its nuances, as well as a list of possible side effects and the basic non-responsibility agreement from the corporation. A brightly-eyed manager proudly reminds that the Conglomerate's geneticists and cyberneticists are the best in the field of Personal Modification and Transfiguration and that it's nigh-impossible to find any kind of analogues anywhere else in the whole Sector.

It is possible to change your appearance, the appearance of your officers and administrators, and respec their skills, thanks to several rather curious paragraphs in their contracts, which legally (but maybe not morally) allows you to disregard their opinion on the matter.",,
vic_portraitChangingMenuBackToit,DialogOptionSelected,"$option == vic_PerconaChangeChoseBack","vic_PersonaChange vic_PerconaChangeChoseBack","After some hesitation, you tell the managers that you need to think about all this a bit more, to which they nod understandably, saying that there is nothing wrong in taking it slow and making a deliberate, well-thought decision.",,
,,,,,,
vic_portraitChangingMale,DialogOptionSelected,"$option == vic_PersonaChangeMale","vic_PersonaChange vic_PersonaChangeMale",,,
vic_portraitChangingFemale,DialogOptionSelected,"$option == vic_PersonaChangeFemale","vic_PersonaChange vic_PersonaChangeFemale",,,
vic_PersonaChangeRespec,DialogOptionSelected,"$option == vic_PersonaChangeRespec","vic_PersonaChange vic_PersonaChangeRespec",,,
vic_portraitChangingClikOnPortrait,OpenCDE,"$tag:vic_PortraitHolder == true","ShowPersonVisual
vic_PersonaChange vic_PersonaChangeConfirm
","After going through the list you settle on one of the options. A yet unfamiliar person is looking at you from the screen and the detailed information about this particular body is presented in several sub-menus.

The manager informs you that the procedure is 100 percent reversible if the necessity arises. The only thing left is your confirmation. ",,
vic_PersonaChangeResult,DialogOptionSelected,"$option == vic_PersonaChangeResult","vic_PersonaChange vic_PersonaChangeResult","A predatory grin spreads on the manager's face, and after the fund transaction is complete, the patient is invited into the operating theatre. 

The white room's temperature is rather pleasing and quiet calm music can be heard from the loudspeakers. The nurses help the patient settle onto the medical chair and soon the doctor arrives. After a couple of brief questions about some little details, the patient are given an offer of anesthesia and a mirroring screen in case they desire to watch the process themselves. And at last, after the first injection of DNA-altering virus, the procedure begins.

Several hours later the patient finally gets up from the chair and makes their first steps as a completely new person. Gone is the old shell, and they're ready to take on the world with their new body. The doctor and the nurses seem quite happy with the result of their hard work and mention that one can always go back to their old self or even try something else. If they have sufficient funds for the procedures of course. ",,
vic_PersonaChangeRespecResult,DialogOptionSelected,"$option == vic_PersonaChangeRespecResult","vic_PersonaChange vic_PersonaChangeRespecResult","A predatory grin spreads on the manager's face, and after the fund transaction is complete, the patient is invited into the operating theatre. 

The white room's temperature is rather pleasing and quiet calm music can be heard from the loudspeakers. The nurses help the patient settle onto the medical chair and soon the doctor arrives. After a couple of brief questions about some little details, the patient are given an offer of anesthesia. A mirroring screen can be seen nearby, but it won't be necessary this time, as the changes will be happening on the inside. And at last, after the first injection of DNA-altering virus, the procedure begins.

Several hours later the patient finally gets up from the chair and makes their first steps with a somewhat new body and reconfigured innards, their neural system renewed. The doctor and the nurses seem quite happy with the result of their hard work and mention that one can always come back for additional reconfiguration or even try something else from the vast variety of VIC services. If they have sufficient funds for the procedures of course. ",,
,,,,,,
# menu close,,,,,,
vic_PersonaChangeEnd,DialogOptionSelected,"$option == vic_PersonaChangeEnd
","ShowDefaultVisual
EndConversation
","You leave the Revitalization Centre quite soon, with nothing changed about you or your subordinates, at least on the outside. The holo-ad behind you slyly reminds you that the choice is fully yours, but the road to Paradise is only for the bold.",,
vic_PersonaChangeEndYou,DialogOptionSelected,"$option == vic_PersonaChangeEndYou
","ShowDefaultVisual
EndConversation
","You leave the Revitalization Centre as your old self, mind full of thoughts. The holo-ad behind you slyly reminds you that the choice is fully yours, but the road to Paradise is only for the bold.",,
vic_PersonaChangeEndOfficer,DialogOptionSelected,"$option == vic_PersonaChangeEndOfficer
","ShowDefaultVisual
EndConversation
","You leave the Revitalization Centre with your officers unchanged. Interestingly, you can't really tell, whether they're relieved or somewhat disappointed. Meanwhile, the holo-ad behind you slyly reminds you that the choise is fully yours, but the road to Paradise is only for the bold.",,
vic_PersonaChangeEndAdmin,DialogOptionSelected,"$option == vic_PersonaChangeEndAdmin
","ShowDefaultVisual
EndConversation
","You leave the Revitalization Centre with your administrators unchanged. Interestingly, you can't really tell, whether they're relieved or somewhat disappointed. Meanwhile, the holo-ad behind you slyly reminds you that the choise is fully yours, but the road to Paradise is only for the bold.",,
"#END menu close",,,,,,
,,,,,,
# result exit,,,,,,
vic_PersonaChangeEndNew,DialogOptionSelected,"$option == vic_PersonaChangeEndNew
","ShowDefaultVisual
EndConversation
","You leave the Revitalization Centre as a new person, just like thousands, if not millions before you. You can almost feel the power surging in your artificially engineered veins and the world seems oh so bright and ripe with new opportunities.

And the holo-ad behind your back reminds you that all of that, of course, is owed to VIC.",,
vic_PersonaChangeEndNewOfficer,DialogOptionSelected,"$option == vic_PersonaChangeEndNewOfficer
","ShowDefaultVisual
EndConversation
","You leave the Revitalization Centre with your officer, who's still adjusting to their new body. Whether they're happy with their transformation or not - it doesn't matter too much, for what's done is done, and their genetically altered body is there to stay, until you decide otherwise or terminate the contract.

And the holo-ad behind your back reminds you that all of those changes, of course, are owed to VIC.",,
vic_PersonaChangeEndNewAdmin,DialogOptionSelected,"$option == vic_PersonaChangeEndNewAdmin
","ShowDefaultVisual
EndConversation
","You leave the Revitalization Centre with your administrator, who's still adjusting to their new body. Whether they're happy with their transformation or not - it doesn't matter too much, for what's done is done, and their genetically altered body is there to stay, until you decide otherwise or terminate the contract.",,
vic_PersonaChangeOtherPersonaOfficer,OpenCDE,"$tag:vic_personToChangeOfficer == true","ShowPersonVisual
vic_PersonaChange vic_PerconaChangeNotPLayer","After all the standard introductions, discussions and QAs, you are given a short rundown on currently available services, including the list of physical appearances to choose from for your fortunate (or unfortunate) officer. The list is conveniently divided into ""Male"" and ""Female"" sections, each option costing 10000 credits. The managers are eagerly awaiting your next steps with pleased smiles and bets muttered under their breath when you seemingly do not pay enough attention to their chats. 

The officer is patiently waiting too with a remarkably stoic facial expression. You wonder what's going on in their head right now, considering all the circumstances. Maybe their resolve is a mere facade, hiding their excitement, or pure, unadulterated rage and hatred towards you and the local VIC personnel? Or maybe they don't indeed care about all this, as long as their contract is followed strictly by both parties.",,
vic_PersonaChangeOtherPersonaAdmin,OpenCDE,"$tag:vic_personToChangeAdmin == true","ShowPersonVisual 
vic_PersonaChange vic_PerconaChangeNotPLayer","After all the standard introductions, discussions and QAs, you are given a short rundown on currently available services, including the list of physical appearances to choose from for your fortunate (or unfortunate) administrator. The list is conveniently divided into ""Male"" and ""Female"" sections, each option costing 10000 credits. The managers are eagerly awaiting your next steps with pleased smiles and bets muttered under their breath when you seemingly do not pay enough attention to their chats. 

The administrator is patiently waiting too with a remarkably stoic facial expression. You wonder what's going on in their head right now, considering all the circumstances. Maybe their resolve is a mere facade, hiding their excitement, or pure, unadulterated rage and hatred towards you and the local VIC personnel? Or maybe they don't indeed care about all this, as long as their contract is followed strictly by both parties.",,
vic_PersonaChangeOtherPortraitOfficer,DialogOptionSelected,"$option == vic_PersonaChangeOtherPortraitOfficer","vic_PersonaChange vic_PersonaChangeOtherPortraitOfficer",,,
vic_PersonaChangeYou,DialogOptionSelected,"$option == vic_PersonaChangeYou","vic_PersonaChange vic_PersonaChangeYou","After all the standard introductions, discussions and QAs, you are given a short rundown on currently available services, including the list of currently available physical appearances to choose from. It is conveniently divided into ""Male"" and ""Female"" sections, each option costing 10000 credits. The managers are eagerly awaiting your next steps with pleased smiles and bets muttered under their breath when you seemingly do not pay enough attention to their chats.",,
vic_PersonaChangeAdmin,DialogOptionSelected,"$option == vic_PersonaChangeAdmin","vic_PersonaChange vic_PersonaChangeAdmin",,,
vic_PersonaChangeOfficer,DialogOptionSelected,"$option == vic_PersonaChangeOfficer","vic_PersonaChange vic_PersonaChangeOfficer",,,
"#END result exit",,,,,,
"#END Revitalization Center Texts",,,,,,
,,,,,,
# Jeremy Holo Guide,,,,,,
vic_meetJeremyHoloGuide,AddBarEvents,"$faction.id == vic
!$global.firsttalkedwithJeremyHoloGuide
!$global.talkedwithJeremyHoloGuide","AddBarEvent vic_JeremyHoloGuideEventFirstTime ""Approach the holo-projector platform"" ""A little apart from the other tables there is a small platform with several chairs and a holographic projector. One of the chairs is occupied by a hologram of a bored man with a cigarette. The projector creates Conglomerate logos around the platform and flying strips of text: «VIC Holo-Guide, learn more about us in a friendly conversation!»""",,,
vic_metJeremyHoloGuide,AddBarEvents,"$faction.id == vic
$global.firsttalkedwithJeremyHoloGuide
!$global.talkedwithJeremyHoloGuide","AddBarEvent vic_JeremyHoloGuideEvent ""Approach the holo-projector platform"" ""You easily spot the VIC Holo-Guide booth, inviting you with flashy colours and quirky info-dumps.""",,,
vic_meetJeremyHoloGuideFirstTimeIntro,DialogOptionSelected,"$option == vic_JeremyHoloGuideEventFirstTime
!$global.firsttalkedwithJeremyHoloGuide","ShowPersonVisual false vic_JeremyHoloGuide
#$global.talkedwithJeremyHoloGuide = true 30
$global.firsttalkedwithJeremyHoloGuide = true","""Greetings!"" - the hologram cheers up when it sees you approaching. A joyous and just a little bit smug smile spreads on its semi-transparent face, as it puffs out a cloud of holographic smoke, thick enough for you to almost smell it. Unless this holo-booth has actual olfactory simulation. 

""It seems you're not in the Guide's databases yet, so let me just..."" - the man squints for a moment, and then proudly puts one leg on another, - ""And done! $playerName, I welcome you to the one and only, official VIC Holo-Guide. Do not worry about your personal data, it will only be kept for the sake of naturality of our conversations. Allow me to introduce myself,"" - the smoking man stands up from the chair. You can see that he's not exactly in a perfectly fit shape under his smart suit, an unusual occurrence among the megacorp's ideal-loving employees. He makes a short, but elegant bow.

""I am Jeremiah Rainier-Galante, or, simply, Jeremy, the current head of the Conglomerate's PR department. Or, to be fully honest, an AI-driven replica of his persona, created and maintained for the VIC Holo-Guide project. Just to set things straight, I'm as close to the real ""me"" as it can possibly be, but I'm not sentient per se, only a complex simulation."" ","vic_meetJeremyHoloGuideFirstTimeIntro2:Continue",
vic_meetJeremyHoloGuideFirstTimeIntro2,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideFirstTimeIntro2
","FireAll vic_JeremyHoloGuideEventFirstTime","""It is my job and my pleasure to provide you with all necessary information about the Conglomerate's past, present, and future, as well as any details, regarding our products, services, and all things related"", - Not-a-Jeremy says, sitting back into his place. The sunglasses partially hide his eyes, yet you can still see them glint with delight.

""We can get straight to business and move onto the main topics, or, perhaps, you have any other additional questions? I'll gladly answer them to the best of my abilities.""",,
vic_JeremyHoloGuideEventFirstTimeAboutSelf,vic_JeremyHoloGuideEventFirstTime,"!$vic_JeremyHoloGuideEventFirstTimeAboutSelfAlreadySaid","AddOption 0 vic_JeremyHoloGuideEventFirstTimeAboutSelf ""Ask the hologuide about himself""",,,
vic_JeremyHoloGuideEventFirstTimeAboutCredibility,vic_JeremyHoloGuideEventFirstTime,"!$vic_JeremyHoloGuideEventFirstTimeAboutCredibilityAlreadySaid","AddOption 1 vic_JeremyHoloGuideEventFirstTimeAboutCredibility ""Inquire about the credibility of the information""",,,
vic_JeremyHoloGuideEventFirstTimeAboutWhyGuide,vic_JeremyHoloGuideEventFirstTime,"!$vic_JeremyHoloGuideEventFirstTimeAboutWhyGuideAlreadySaid","AddOption 2 vic_JeremyHoloGuideEventFirstTimeAboutWhyGuide ""Question why would VIC even need a hologuide""",,,
vic_JeremyHoloGuideEventFirstTimePoke,vic_JeremyHoloGuideEventFirstTime,"!$vic_JeremyHoloGuideEventFirstTimePokeAlreadySaid","AddOption 2 vic_JeremyHoloGuideEventFirstTimePoke ""Poke the hologram with your finger""",,,
vic_JeremyHoloGuideEventFirstTimeKeepPoking,vic_JeremyHoloGuideEventFirstTime,"$vic_JeremyHoloGuideEventFirstTimePokeAlreadySaid","AddOption 2 vic_JeremyHoloGuideEventFirstTimeKeepPoking ""Keep poking the hologram""
",,,
vic_JeremyHoloGuideEventFirstTimeStraightToBusiness,vic_JeremyHoloGuideEventFirstTime,"!$vic_JeremyHoloGuideEventFirstTimeStraightToBusinessAlreadySaid","AddOption 3 vic_JeremyHoloGuideEventFirstTimeStraightToBusiness ""Get straight to the business""",,,
vic_JeremyHoloGuideEventFirstTimeAboutSelfAnswer,DialogOptionSelected,"$option == vic_JeremyHoloGuideEventFirstTimeAboutSelf","$vic_JeremyHoloGuideEventFirstTimeAboutSelfAlreadySaid = true 0
FireAll vic_JeremyHoloGuideEventFirstTime","""About myself? Well, heh, I can say for sure that I'm much older than it might seem,"" - Jeremy lets out a light laugh, as if slightly sad, - ""As is the case with most of the current Board. As for me personally, I've been with the Conglomerate for quite a long time, and am engaged in both internal and external public communications, and I do everything possible in my power so that everyone knows who we are, what we do and what good we bring to humanity. Well, or at least to what's left of it.""

""If I was asked whether I truly like my job, I would say that, perhaps, yes,"" - the hologram shrugs, - ""I feel that through my work I benefit both the company's employees and people outside of it. In our difficult times, doubts, distrust and despair can lead to the demise of our species, so to some extent I consider it my duty to give people the necessary information they can rely on and hope for a better future.""

""As for the rest, I think that's more personal, so, am very sorry, but some things should be left undisclosed, he-heh"", - the semi-transparent man smiles widely and raises his hands in a stopping gesture. Seems like the hologram AI does have certain restrictions. ",,
vic_JeremyHoloGuideEventFirstTimeAboutCredibilityAnswer,DialogOptionSelected,"$option == vic_JeremyHoloGuideEventFirstTimeAboutCredibility","$vic_JeremyHoloGuideEventFirstTimeAboutCredibilityAlreadySaid = true 0
FireAll vic_JeremyHoloGuideEventFirstTime","""Obviously, my department and I have no right to disclose all the information about the corporation and its internal affairs, but I can assure you on my own behalf and from the bottom of my heart that all the information that we provide to the public is 100% true and accurate, including everything that I can tell you"", - the hologram says, not a single hint of hesitation on its face.

""Of course, it is up to you to decide whether to believe us or not, but it is in our own interests to be as trustworthy as possible.""",,
vic_JeremyHoloGuideEventFirstTimeAboutWhyGuideAnswer,DialogOptionSelected,"$option == vic_JeremyHoloGuideEventFirstTimeAboutWhyGuide",,"""Now that's an interesting one. Actually, there is not a single, but several reasons why we decided to make these things,"" - Jeremy pointed a finger at his transparent self, while puffing out another small cloud of bluish smoke into your general direction. 

""First,"" - pointing the same finger now to the ceiling, - ""I'm going to be honest, the old management didn't pay enough attention and, well, funds, to the PR department in the past. The company's work with the public has been, if you ask me, far from ideal. Thankfully, now that the board finally understands our importance, we can at last do our job as it's meant to be done!""
","vic_JeremyHoloGuideEventFirstTimeAboutWhyGuideAnswer2: Continue",
vic_JeremyHoloGuideEventFirstTimeAboutWhyGuideAnswer2,DialogOptionSelected,"$option == vic_JeremyHoloGuideEventFirstTimeAboutWhyGuideAnswer2","$vic_JeremyHoloGuideEventFirstTimeAboutWhyGuideAlreadySaid = true 0
FireAll vic_JeremyHoloGuideEventFirstTime","""And so, since the old big heads are long gone, we thought it'd be a good idea for a new start, an updated and better image! After all, why should we keep to the old practices if they don't benefit us in the slightest?""

""And secondly, consider, for how long we've been absent because of those darn hyperspace shenanigans. Despite us being back around for a couple of years already, many modern folks simply don't even know anything about us!  The Conglomerate! One of the most prominent megacorps of the past! So when they finally decide to learn about us, they can easily get the gist of things via our hologuides ri-i-ight here,"" - barefaced smugness rang in the hologram's voice as it smiled widely, white teeth perfectly even, like of a holomovie superstar. ",,
vic_JeremyHoloGuideEventFirstTimePokeAnswer,DialogOptionSelected,"$option == vic_JeremyHoloGuideEventFirstTimePoke","$vic_JeremyHoloGuideEventFirstTimePokeAlreadySaid = true 0
FireAll vic_JeremyHoloGuideEventFirstTime","Your finger goes straight through the holographic construct. There is some weak heat from the emitter, and nothing else. The hologram raises a brow in an exaggerated manner.

""O-o-okay then. As I've said, I'm not the real deal, just a hologram, yes. I hope I don't have to explain what ""hologram"" is to you, right?""","vic_JeremyHoloGuideEventFirstTimeKeepPoking: Keep poking",
vic_JeremyHoloGuideEventFirstTimeKeepPokingAnswer,DialogOptionSelected,"$option == vic_JeremyHoloGuideEventFirstTimeKeepPoking","$vic_JeremyHoloGuideEventFirstTimePokeAlreadySaid = true 0
FireAll vic_JeremyHoloGuideEventFirstTime","Holographic Jeremy watches you with a condescending smile as you keep prodding his image. Time flies by imperceptibly.
OR
A passerby glances at you worriedly, as you keep poking the hologram. 
OR
You can feel eyes on you as you keep doing your deed. Is this truly worth it?
","vic_JeremyHoloGuideEventFirstTimeKeepPoking: Keep poking",
vic_JeremyHoloGuideEventFirstTimeStraightToBusinessAnswer,DialogOptionSelected,"$option == vic_JeremyHoloGuideEventFirstTimeStraightToBusiness","FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith","""Alright, business it is then. Feel free to ask me anything you might want to learn about the VIC. Our history, the top management, our technologies, including bioengineering and genetic transfiguration, maybe some random little facts which may not be obvious to an average citizen?"" 

",,
vic_JeremyHoloGuideMainBranchNoZenith,vic_JeremyHoloGuideMainBranchNoZenith,"!$global.vic_JeremyHoloGuideKnowsAboutZenith","AddOption 0 vic_meetJeremyHoloGuideAboutHistory ""Ask about the VIC history""
AddOption 1 vic_meetJeremyHoloGuideManagement ""Ask about the management""
AddOption 2 vic_meetJeremyHoloGuideAboutGenetech ""Ask about genetech""
AddOption 3 vic_meetJeremyHoloGuideRandomFact ""Ask about some random fact""
AddOption 4 vic_meetJeremyHoloGuideLeave ""Leave""
",,,
vic_JeremyHoloGuideMainBranchZenith,vic_JeremyHoloGuideMainBranchZenith,"$global.vic_still_shackled_succeeded
","$global.vic_JeremyHoloGuideKnowsAboutZenith = true

AddOption 0 vic_meetJeremyHoloGuideAboutHistory ""Ask about the VIC history""
AddOption 1 vic_meetJeremyHoloGuideManagement ""Ask about the management""
AddOption 2 vic_meetJeremyHoloGuideAboutGenetech ""Ask about genetech""
AddOption 3 vic_meetJeremyHoloGuideRandomFact ""Ask about some random fact""
AddOption 4 vic_meetJeremyHoloGuideZenithEternal ""Ask about Zenith Eternal""
AddOption 5 vic_meetJeremyHoloGuideLeave ""Leave""
",,,
vic_meetJeremyHoloGuideZenithEternal,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideZenithEternal
","HideSecondPerson
FireAll vic_JeremyHoloGuideMainBranchZenith","The hologuide keeps smiling without saying a word for a second or two, and then nonchalantly answers, once this momentary ""lag"" has passed, - ""I'm sorry, I couldn't process your query, could you please repeat?""
OR
The holo-Jeremy freezes for a moment, happy smile and empty stare, then starts moving and talking again, - ""I'm afraid I didn't understand the question, could you please repeat?""
OR
The hologram processes the question, and says, - ""Sorry, but I couldn't quite understand your question, could you please repeat?""",,
vic_meetJeremyHoloGuideManagementRunAway,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagementRunAway
",,"You quickly leave the holobooth, but not before hearing a ""I've warned you!"" from behind your back. ","backToBar:Return to the bar",
vic_meetJeremyHoloGuideLeave,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideLeave","HideSecondPerson
","""Already leaving? Oh well!"" - the holo-guide chimes as you decide to take your leave.

""Remember, you can always find our holo-guides on every VIC-affilitated world or space station and you are always welcome! Burn bright, $playerName!""","backToBar:Return to the bar",
,,,,,,
# Jeremy Holo Guide Random Dialogue,,,,,,
vic_meetJeremyHoloGuideUnique1,DialogOptionSelected,"$option == vic_JeremyHoloGuideEvent
$global.firsttalkedwithJeremyHoloGuide","ShowPersonVisual false vic_JeremyHoloGuide
#$global.talkedwithJeremyHoloGuide = true 30

FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith","""Hello again, $playerName!"" - the hologram cheers up when it sees you approaching. A joyous and just a little bit smug smile spreads on its semi-transparent face, as it puffs out a cloud of holographic smoke. 

""Back to learn more about VIC? Feel free to ask me anything you might want to learn about the corporation. Our history, the top management, our technologies, including bioengineering and genetic transfiguration, maybe some random little facts which may not be obvious to an average citizen?""
",,
vic_meetJeremyHoloGuideUnique2,DialogOptionSelected,"$option == vic_JeremyHoloGuideEvent
$global.firsttalkedwithJeremyHoloGuide","ShowPersonVisual false vic_JeremyHoloGuide
#$global.talkedwithJeremyHoloGuide = true 30

FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith","""Greetings once more, $playerName!"" - the hologram cheers up when it sees you approaching. A joyous and just a little bit smug smile spreads on its semi-transparent face, as it puffs out a cloud of holographic smoke. 

""Back to learn more about VIC? Feel free to ask me anything you might want to learn about the corporation. Our history, the top management, our technologies, including bioengineering and genetic transfiguration, maybe some random little facts which may not be obvious to an average citizen?""",,
"#END Jeremy Holo Guide Random Dialogue",,,,,,
,,,,,,
# Jeremy Holo Guide About History,,,,,,
vic_meetJeremyHoloGuideAboutHistory,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideAboutHistory","HideSecondPerson
","""Ah, my favourite topic! Between you and me, I really like history in general, and what's there more to love than the history of the megacorp I've spent most of my life in!"" 

Jeremy's holoconstruct fills with glee, as he begins the narration, accompanied by myriad of small illustrations, videos and audiologs, quickly displayed by the holoemitter. 

""It all started lo-o-ong before the Collapse with two very enterprising folks: Victor Volkov and his business partner Markus Tellen. Together they started what one day would be known as ""Volkov Industrial Conglomerate"". But! For the time being, the company was named ""Frontier Dynamics"". ","vic_meetJeremyHoloGuideAboutHistory2: Continue
",
vic_meetJeremyHoloGuideAboutHistory2,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideAboutHistory2",,"""The company was, for the most part, focused on distant colonial development, humanitarian relief ops, logistics, and the like. Over time, however, the corporation started to diversify, as its scale grew and as it gathered other small corps under the wing. Agriculture, biotechnology, aerospace engineering, you name it!"" 

Jeremy puffs out  holographic smoke, making an impressively coherent ""O""-shaped cloud, and continues, - ""And that's when things started getting interesting. You see, the Domain was always eyeing promising megacorporations. The Navy especially. And for working with them the company got really fat investments. Without them, we wouldn't be what we are now! Or, well, what we used to be right before the Gate Collapse occurred, ahem.""","vic_meetJeremyHoloGuideAboutHistory3: Let him continue
vic_meetJeremyHoloGuideAboutHistory2.5a: ""And what exactly were you doing for the Navy?""
vic_meetJeremyHoloGuideAboutHistory2.5b: ""Wait, so when and why did the corp get renamed?""

",
vic_meetJeremyHoloGuideAboutHistory2.5a,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideAboutHistory2.5a",,"""Ah, you know, the usual. Design a new ship, produce certain amount of weapons, calm down a disobedient world, help establish new colonies on the frontier,"" - holo-Jeremy shrugs, - ""Being one of the most powerful entities back then, the Navy had a lot of work for each and every contractor. And a lot of money to pay them for doing it."" ","vic_meetJeremyHoloGuideAboutHistory3: Continue",
vic_meetJeremyHoloGuideAboutHistory2.5b,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideAboutHistory2.5b",,"""If my memory about the archive records serves me well, it happened some time after the first Navy contracts were signed,"" - Jeremy raises his eyes and scratches his cheek thoughtfully, - ""Do excuse me, I wasn't even around at that time, heh. Anyways! Some of the employees didn't like the company growing so fast and decided to quit. And since it was time to diversify the activities, it was deemed a good move to rebrand the enterprise under a more fitting name for a proper ""big"" megacorp."" ","vic_meetJeremyHoloGuideAboutHistory3: Continue
vic_meetJeremyHoloGuideAboutHistory2.6b: ""And when did you join the company?""
",
vic_meetJeremyHoloGuideAboutHistory2.6b,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideAboutHistory2.6b",,"""Ah-h-h, I see what you're getting at, heh!"", - the hologram smiles slyly and points the cigarette at you, - ""Yes, I'm old enough to have joined the company before the Collapse, but I've entered the fray not before they rebranded themselves into VIC."" ","vic_meetJeremyHoloGuideAboutHistory3: Continue",
vic_meetJeremyHoloGuideAboutHistory3,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideAboutHistory3",,"""Of course, during the Collapse things weren't quite... Nice. Our tech team attempted to restart the Empyrean Gate but to no avail. In fact, they accidentally achieved the opposite and put us into even further isolation by breaking something in the hyperspace jump points. I don't know much about all that space tech magic, but, let's say, it wasn't our brightest moment...""

""We had to consolidate our forces and resources with the local military base on Megaera to keep things under control, as the citizens and visitors of the system were obviously quite distressed. But! Thanks to the wise decisions of the Board and the hard work of our employees we managed to pull through! And, as you know, eventually found the way to make the system accessible again!"" 
","vic_meetJeremyHoloGuideAboutHistory3.5: Ask him to elaborate on ""Keep things under control""
vic_meetJeremyHoloGuideAboutHistory4: Continue",
vic_meetJeremyHoloGuideAboutHistory3.5,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideAboutHistory3.5",,"""I'd be lying if I said that all things had been going according to plans during that time. There was unrest, there was, obviously, a rise in crime, and other undesirable things. So to keep the system from falling into chaos, we proposed to merge our remaining security forces with the military on Megaera, which helped us considerably in the long run."" ","vic_meetJeremyHoloGuideAboutHistory4: Continue",
vic_meetJeremyHoloGuideAboutHistory4,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideAboutHistory4","FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith
FireAll vic_meetJeremyHoloGuideAboutHistoryXPFirstTime","""And so, here we are, perhaps the last remnant of a once great megacorporation. Trying to keep things afloat as everyone else, and hoping for a better tomorrow. And doing what we can to make that better tomorrow even a little bit more probable. Like helping those folks on Kalada in the neighbouring system. Poor bastards got themselves a civil war and nobody around batted an eye. They would probably kill each other, if we didn't intervene. But all's well that ends well, am I right or am I right? Heh. """,,
vic_meetJeremyHoloGuideAboutHistoryXPFirstTime,vic_meetJeremyHoloGuideAboutHistoryXPFirstTime,"!$global.vicGotXPForHistory","AddXP 50
$global.vicGotXPForHistory = true",,,
"#END Jeremy Holo Guide About History",,,,,,
,,,,,,
# Jeremy Holo Guide About Management,,,,,,
